,Laconia(New Hampshire),Rutland(Vermont),Scranton(Pennsylvania),Alexandria(Virginia),Murfreesboro(Tennessee),Baltimore(Maryland),Johnson City(Tennessee),Worcester(Massachusetts),Philadelphia(Pennsylvania),Fort Wayne(Indiana),Gary(Indiana),Ann Arbor(Michigan),Hartford(Connecticut),Dover(Delaware),Montgomery(Alabama),Lafayette(Indiana),Lafayette(Louisiana),Memphis(Tennessee),Norfolk(Virginia),New Orleans(Louisiana),Harrisburg(Pennsylvania),Bloomington(Indiana),Hamilton(New Jersey),Charlottesville(Virginia),Montpelier(Vermont),Johnstown(Pennsylvania),Milwaukee(Wisconsin),Manassas(Virginia),Cleveland(Ohio),Providence(Rhode Island),Greensboro(North Carolina),Nashville(Tennessee),Panama City(Florida),Troy(New York),Fayetteville-A(Arkansas),Erie(Pennsylvania),New Haven(Connecticut),Saginaw(Michigan),Reading(Pennsylvania),Bridgeport(Connecticut),Springdale(Arkansas),Syracuse(New York),Sanford(Maine),Cumberland(Maryland),Gaithersburg(Maryland),Buffalo(New York),Columbia-SC(South Carolina),Charleston(West Virginia),Youngstown(Ohio),Clarksburg(West Virginia),Lansing(Michigan),Owensboro(Kentucky),Springfield-I(Illinois),Nashua(New Hampshire),Burlington(Vermont),Raleigh(North Carolina),Bloomington(Illinois),Manchester(New Hampshire),Pittsfield(Massachusetts),Rochester(New Hampshire),Annapolis(Maryland),New Bern (North Carolina),Bowling Green(Kentucky),Michigan City(Michigan),Warwick(Rhode Island),Westbrook(Maine),New Bedford(Massachusetts),Stamford(Connecticut),Chelsea(Massachusetts),Birmingham(Alabama),Southaven(Mississippi),Fayetteville(North Carolina),Savannah(Georgia),Atlantic City(New Jersey),Lynchburg(Virginia),Augusta(Maine),New Rochelle(New York),Knoxville(Tennessee),Monroe(Louisiana),Elizabethtown(Kentucky),St. Louis(Missouri),Mobile(Alabama),Florence(Kentucky),York(Pennsylvania),Rockville(Maryland),South Bend(Indiana),Washington(DC),Valdosta(Georgia),Lewiston(Maine),Miami(Florida),Columbia(Maryland),Summerville(South Carolina),Akron(Ohio),Tonawanda(New York),Carmel(Indiana),Springfield(Massachusetts),Auburn(Maine),Jersey City(New Jersey),Greenville(South Carolina),Lexington(Kentucky),Evansville(Indiana),Richmond(Virginia),Frankfort(Kentucky),Columbus(Ohio),Blacksburg(Virginia),St. Petersburg(Florida),JacksonM(Mississippi),Keene(New Hampshire),Kenosha(Wisconsin),Allentown(Pennsylvania),Grand Rapids(Michigan),Tallahassee(Florida),Portsmouth(New Hampshire),Pittsburgh(Pennsylvania),Quincy(Massachusetts),Lancaster(Pennsylvania),Hagerstown(Maryland),Salisbury(Maryland),Wilmington-D(Delaware),Woodbridge(New Jersey),Jackson(Tennessee),Wheeling(West Virginia),Orlando(Florida),Biddeford(Maine),Conway(Arkansas),Portland(Maine),Bentonville(Arkansas),Dayton(Ohio),Jacksonville(Florida),Silver Spring(Maryland),Binghamton(New York),Jonesboro(Arkansas),Tampa(Florida),Concord(New Hampshire),Newport(Rhode Island),Winooski(Vermont),Kalamazoo(Michigan),Chicago(Illinois),Traverse city (Michigan),Tuscaloosa(Alabama),Springfield-M(Missouri),Hattiesburg(Mississippi),Winston-Salem(North Carolina),Champaign(Illinois),Durham(North Carolina),Dothan(Alabama),Utica(New York),Virginia Beach(Virginia),Baton Rouge(Louisiana),Rockford(Illinois),Cambridge(Massachusetts),Middletown(New Jersey),Biloxi(Mississippi),El Dorado(Arkansas),Jefferson City(Missouri),Toledo(Ohio),Cape Coral(Florida),Wilmington(North Carolina),Charlotte(North Carolina),Hilton Head Island(South Carolina),Blue Springs (Missouri),New York City(New York),Weirton(West Virginia),Chattanooga(Tennessee),Terre Haute(Indiana),Newark(New Jersey),Gainesville(Florida),Bossier City(Louisiana),Paterson(New Jersey),Cincinnati(Ohio),Morgantown(West Virginia),Yonkers(New York),Huntington(West Virginia),Flint(Michigan),Lebanon(New Hampshire),Kingsport(Tennessee),Louisville(Kentucky),Lake Charles(Louisiana),Albany(New York),Lorain(Ohio),Trenton(New Jersey),Indianapolis(Indiana),Brockton(Massachusetts),Huntsville(Alabama),Bangor(Maine),Shreveport(Louisiana),Mount Vernon(New York),Fall River(Massachusetts),Martinsburg(West Virginia),Atlanta(Georgia),Little Rock(Arkansas),Boston(Massachusetts),Peoria(Illinois),Tupelo(Mississippi),Seaford(Delaware),Parkersburg(West Virginia),Macon(Georgia),Sheboygan(Wisconsin),Muncie(Indiana),Detroit(Michigan)
Gary(Indiana),inf,inf,inf,inf,inf,inf,inf,inf,inf,213.0,0.0,343.7,inf,inf,inf,150.0,inf,inf,inf,inf,inf,319.0,inf,inf,inf,inf,201.9,inf,561.0,inf,inf,inf,inf,inf,inf,726.0,inf,424.7,1301.0,inf,inf,inf,inf,inf,inf,878.0,inf,inf,653.0,inf,308.7,504.0,364.9,inf,inf,inf,283.9,inf,inf,inf,inf,inf,620.0,47.7,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1496.0,inf,inf,658.0,528.9,inf,868.0,1279.0,inf,105.7,inf,inf,inf,inf,inf,inf,596.0,897.7,244.0,inf,inf,inf,inf,782.0,440.0,inf,783.0,467.0,inf,inf,inf,inf,152.9,1324.0,241.7,inf,inf,773.0,inf,1156.0,inf,inf,inf,inf,inf,673.0,inf,inf,inf,inf,inf,429.0,inf,inf,1152.0,inf,inf,inf,inf,inf,192.7,49.9,466.7,inf,877.9,inf,inf,264.9,inf,inf,1201.0,inf,inf,194.9,inf,inf,inf,inf,742.9,355.7,inf,inf,inf,inf,899.9,1458.0,708.0,inf,265.0,1456.0,inf,inf,1470.0,421.0,789.0,1435.0,687.0,361.7,inf,inf,424.0,inf,1346.0,497.7,1418.0,240.0,inf,inf,inf,inf,1440.0,inf,1010.0,inf,inf,inf,313.9,inf,inf,648.0,inf,292.9,295.0,410.7
Ann Arbor(Michigan),inf,inf,inf,inf,inf,inf,inf,inf,inf,251.0,343.7,0.0,inf,inf,inf,438.0,inf,inf,inf,inf,inf,536.0,inf,inf,inf,inf,545.6,inf,271.0,inf,inf,inf,inf,inf,inf,436.0,inf,139.0,1011.0,inf,inf,inf,inf,inf,inf,588.0,inf,inf,363.0,inf,105.0,786.0,708.5999999999999,inf,inf,inf,627.5999999999999,inf,inf,inf,inf,inf,902.0,296.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1206.0,inf,inf,940.0,872.5999999999999,inf,1150.0,989.0,inf,280.0,inf,inf,inf,inf,inf,inf,306.0,607.7,429.0,inf,inf,inf,inf,1064.0,722.0,inf,1065.0,315.0,inf,inf,inf,inf,496.6,1034.0,212.0,inf,inf,483.0,inf,866.0,inf,inf,inf,inf,inf,521.0,inf,inf,inf,inf,inf,326.0,inf,inf,862.0,inf,inf,inf,inf,inf,158.0,393.59999999999997,386.0,inf,1221.6,inf,inf,589.0,inf,inf,911.0,inf,inf,538.5999999999999,inf,inf,inf,inf,1086.6,87.0,inf,inf,inf,inf,1243.6,1168.0,465.0,inf,576.0,1166.0,inf,inf,1180.0,413.0,594.0,1145.0,535.0,88.0,inf,inf,635.0,inf,1056.0,229.0,1128.0,450.0,inf,inf,inf,inf,1150.0,inf,815.0,inf,inf,inf,657.5999999999999,inf,inf,496.0,inf,636.5999999999999,361.0,76.0
Hartford(Connecticut),289.0,262.7,inf,inf,inf,inf,inf,105.0,inf,inf,inf,inf,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,371.7,inf,inf,inf,inf,120.0,inf,inf,inf,397.7,inf,inf,63.0,inf,inf,89.0,inf,639.7,372.0,inf,inf,873.7,inf,inf,inf,inf,inf,inf,inf,188.0,375.7,inf,inf,220.8,138.7,286.0,inf,inf,inf,inf,137.6,427.0,219.0,122.0,180.2,inf,inf,inf,inf,inf,inf,515.0,156.7,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,473.0,inf,inf,inf,inf,802.7,inf,46.7,476.5,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,175.7,inf,inf,inf,inf,266.2,inf,188.0,inf,inf,inf,inf,inf,inf,inf,inf,325.2,inf,363.3,inf,inf,inf,inf,447.7,inf,inf,247.0,181.0,375.7,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,539.7,inf,inf,inf,177.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,191.79999999999998,inf,inf,inf,inf,inf,inf,228.09999999999997,inf,inf,169.39999999999998,inf,inf,274.7,inf,inf,inf,203.7,inf,328.09999999999997,inf,189.0,inf,565.2,inf,161.79999999999998,149.8,inf,inf,inf,172.0,inf,inf,inf,inf,inf,inf,inf,inf
Dover(Delaware),inf,inf,inf,inf,inf,201.0,inf,inf,133.0,inf,inf,inf,inf,0.0,inf,inf,inf,inf,592.0,inf,303.0,inf,202.3,864.0,inf,517.0,inf,908.0,838.0,inf,inf,inf,inf,660.0,inf,778.0,inf,inf,235.0,inf,inf,547.0,inf,429.0,272.0,748.0,inf,1249.0,958.0,1452.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,175.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,211.0,900.0,inf,719.0,inf,inf,inf,inf,inf,inf,286.0,247.0,inf,266.4,inf,inf,inf,227.0,inf,801.0,766.0,inf,inf,inf,289.0,inf,inf,inf,751.0,inf,1003.0,1057.0,inf,inf,inf,inf,233.0,inf,inf,inf,600.0,inf,261.0,320.0,96.5,82.0,248.0,inf,691.0,inf,inf,inf,inf,inf,1113.0,inf,230.0,428.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1122.0,inf,994.0,inf,588.0,620.5,inf,inf,inf,282.0,inf,inf,inf,1020.0,inf,1243.0,1224.0,inf,inf,301.5,658.0,inf,inf,275.0,inf,inf,288.0,1175.0,545.0,327.4,877.0,inf,inf,1292.0,inf,inf,557.4,883.4,188.0,1284.0,inf,inf,inf,inf,335.09999999999997,inf,357.8,inf,inf,inf,inf,inf,60.0,722.0,inf,inf,1373.0,1113.0
Montgomery(Alabama),inf,inf,inf,inf,442.0,inf,900.0,inf,inf,inf,inf,inf,inf,inf,0.0,inf,inf,815.0,1635.0,698.0,inf,inf,inf,1399.0,inf,inf,inf,1531.0,inf,inf,1172.1,357.0,303.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,605.0,1380.0,inf,1583.0,inf,inf,inf,inf,inf,1296.0,inf,inf,inf,inf,inf,1480.0,461.0,inf,inf,inf,inf,inf,inf,147.0,715.0,876.0,688.0,inf,1315.0,inf,inf,644.0,596.0,577.0,inf,268.0,787.0,inf,1640.7,inf,1609.0,626.0,inf,1236.0,1692.7,757.0,inf,inf,inf,inf,inf,inf,493.0,713.0,inf,1487.0,710.0,inf,1128.0,941.0,397.0,inf,inf,inf,inf,337.0,inf,inf,inf,inf,1724.7,1847.0,inf,inf,568.0,1643.0,750.0,inf,inf,inf,inf,inf,602.0,1621.4,inf,937.0,780.0,inf,inf,inf,inf,inf,inf,213.0,1285.0,420.0,1079.0,inf,1014.0,170.0,inf,1611.0,662.0,inf,inf,inf,379.0,704.0,1507.0,inf,971.0,941.0,656.0,755.0,1541.0,inf,1687.0,442.0,inf,inf,577.0,751.0,inf,807.0,1634.0,inf,914.0,inf,inf,777.0,644.0,866.0,inf,1187.0,inf,828.0,inf,307.0,inf,757.0,inf,inf,1483.0,259.0,820.0,inf,inf,702.0,1883.5,1078.0,395.0,inf,917.0,inf
Lafayette(Indiana),inf,inf,inf,inf,inf,inf,inf,inf,inf,187.0,150.0,438.0,inf,inf,inf,0.0,inf,inf,inf,inf,inf,179.0,inf,inf,inf,inf,347.0,inf,535.0,inf,inf,inf,inf,inf,inf,700.0,inf,522.0,1275.0,inf,inf,inf,inf,inf,inf,852.0,inf,inf,627.0,inf,401.0,397.0,296.0,inf,inf,inf,233.0,inf,inf,inf,inf,inf,513.0,197.7,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1470.0,inf,inf,551.0,460.0,inf,761.0,1253.0,inf,174.0,inf,inf,inf,inf,inf,inf,570.0,871.7,100.0,inf,inf,inf,inf,675.0,333.0,inf,676.0,381.0,inf,inf,inf,inf,298.0,1298.0,391.7,inf,inf,747.0,inf,1130.0,inf,inf,inf,inf,inf,587.0,inf,inf,inf,inf,inf,289.0,inf,inf,1126.0,inf,inf,inf,inf,inf,296.0,195.0,604.0,inf,809.0,inf,inf,151.0,inf,inf,1175.0,inf,inf,340.0,inf,inf,inf,inf,674.0,351.0,inf,inf,inf,inf,831.0,1432.0,622.0,inf,159.0,1430.0,inf,inf,1444.0,281.0,703.0,1409.0,601.0,454.0,inf,inf,284.0,inf,1320.0,493.0,1392.0,100.0,inf,inf,inf,inf,1414.0,inf,924.0,inf,inf,inf,296.0,inf,inf,562.0,inf,438.0,145.0,444.0
Lafayette(Louisiana),inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,inf,inf,218.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,294.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,352.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,653.0,inf,345.0,inf,inf,inf,990.0,inf,inf,87.0,inf,inf,inf,325.0,402.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,343.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,120.0,inf,inf,inf,inf,inf,902.0,inf,337.0,inf,inf,inf,inf,594.0,inf,inf,657.0,inf,inf,inf,inf,inf,inf
Memphis(Tennessee),inf,inf,inf,1483.0,373.0,inf,786.0,inf,inf,inf,inf,inf,inf,inf,815.0,inf,inf,0.0,1521.0,1513.0,inf,inf,inf,1285.0,inf,inf,inf,1417.0,inf,inf,1058.1,334.0,1118.0,inf,539.0,inf,inf,inf,inf,inf,552.0,inf,inf,inf,inf,inf,1149.0,1266.0,inf,1469.0,inf,inf,inf,inf,inf,1182.0,inf,inf,inf,inf,inf,1366.0,438.0,inf,inf,inf,inf,inf,inf,544.0,23.0,1215.1,1503.0,inf,1201.0,inf,inf,618.0,1411.0,554.0,inf,920.0,764.0,inf,1526.7,inf,1495.0,1441.0,inf,2051.0,1578.7,1292.0,inf,inf,inf,inf,inf,inf,908.0,690.0,inf,1373.0,687.0,inf,1014.0,1756.0,341.0,inf,inf,inf,inf,1152.0,inf,inf,inf,inf,1610.7,1733.0,inf,inf,131.0,1529.0,1565.0,inf,283.0,inf,575.0,inf,1417.0,1507.4,inf,122.0,1595.0,inf,inf,inf,inf,inf,inf,642.0,470.0,483.0,1013.0,inf,1145.0,861.0,inf,1497.0,606.0,inf,inf,inf,603.0,422.0,692.0,inf,1786.0,1348.0,1010.0,1339.0,726.0,inf,1573.0,538.0,inf,inf,1392.0,571.0,inf,784.0,1520.0,inf,891.0,inf,inf,779.0,621.0,810.0,inf,1164.0,inf,805.0,inf,508.0,inf,579.0,inf,inf,1460.0,721.0,230.0,inf,inf,161.0,1769.5,1055.0,857.0,inf,894.0,inf
Norfolk(Virginia),inf,inf,inf,315.0,inf,391.0,735.0,inf,561.0,inf,inf,inf,inf,592.0,1635.0,inf,inf,1521.0,0.0,2333.0,516.2,inf,630.3,272.0,inf,726.0,inf,312.0,1266.0,inf,496.0,1190.0,1938.0,1040.0,2060.0,994.2,inf,inf,568.0,inf,2073.0,927.0,inf,595.0,430.0,1128.0,1098.0,657.0,1386.0,860.0,inf,inf,inf,inf,inf,430.0,inf,inf,inf,inf,355.0,614.0,1294.0,inf,inf,inf,inf,inf,inf,1400.0,1544.0,535.0,2323.0,639.0,308.0,inf,1099.0,905.0,2231.0,1410.0,inf,1776.0,1620.0,476.0,358.7,inf,327.0,2261.0,inf,2871.0,401.0,856.0,1229.0,1146.0,inf,inf,inf,717.0,932.0,1179.0,inf,159.0,1226.0,1431.0,465.0,2576.0,1862.0,inf,inf,621.0,inf,1972.0,inf,766.0,inf,518.1,442.7,212.0,510.0,676.0,1401.0,857.0,2385.0,inf,1804.0,inf,2096.0,1541.0,2237.0,339.4,808.0,1643.0,2415.0,inf,inf,inf,inf,inf,inf,1500.0,1991.0,1928.0,530.0,inf,402.0,1717.0,968.0,28.5,2127.0,inf,inf,710.0,1887.0,1943.0,2213.0,1448.0,2606.0,638.0,632.0,1024.0,2247.0,729.5,824.0,1080.0,inf,703.0,2212.0,2092.0,716.0,1603.0,711.0,755.4,739.0,inf,inf,700.0,1304.0,2331.0,985.4,1311.4,616.0,1488.0,inf,1255.0,inf,2100.0,763.1,inf,437.0,1166.0,1751.0,inf,inf,1682.0,248.5,782.0,1302.0,inf,1577.0,1541.0
New Orleans(Louisiana),inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,698.0,inf,218.0,1513.0,2333.0,0.0,2849.2,inf,2963.3,2097.0,inf,3059.0,inf,2229.0,3599.0,inf,1870.1,1055.0,1001.0,3373.0,2052.0,3327.2,inf,inf,2901.0,inf,2065.0,3260.0,inf,2928.0,2763.0,3461.0,1303.0,2078.0,3719.0,2281.0,inf,inf,inf,inf,inf,1994.0,inf,inf,inf,inf,2688.0,2178.0,1159.0,inf,inf,inf,inf,inf,inf,845.0,619.0,1574.0,1386.0,2972.0,2013.0,inf,3432.0,1342.0,430.0,1275.0,inf,255.0,1485.0,2809.0,2338.7,inf,2307.0,1324.0,inf,1934.0,2390.7,1455.0,3562.0,3479.0,inf,inf,inf,3050.0,1191.0,1411.0,inf,2185.0,1408.0,3764.0,1826.0,1639.0,301.0,inf,inf,2954.0,inf,651.0,inf,3099.0,inf,2851.1,2422.7,2545.0,2843.0,3009.0,1266.0,2341.0,1064.0,inf,1796.0,inf,2088.0,3874.0,916.0,2319.4,3141.0,1635.0,1094.0,inf,inf,inf,inf,inf,inf,570.0,1983.0,175.0,1777.0,inf,1712.0,566.0,3301.0,2309.0,131.0,inf,inf,3043.0,144.0,538.0,2205.0,3781.0,1285.0,1639.0,1354.0,1453.0,2239.0,3062.5,2385.0,1140.0,inf,3036.0,891.0,534.0,3049.0,1505.0,2332.0,3088.4,1612.0,inf,inf,1475.0,1342.0,333.0,3318.4,1885.0,2949.0,1526.0,inf,819.0,inf,510.0,3096.1,inf,2181.0,957.0,724.0,inf,inf,550.0,2581.5,1776.0,1093.0,inf,1615.0,3874.0
Harrisburg(Pennsylvania),inf,inf,196.0,inf,inf,125.2,inf,inf,170.0,inf,inf,inf,inf,303.0,inf,inf,inf,inf,516.2,2849.2,0.0,inf,239.3,788.2,inf,221.0,inf,828.2,541.0,inf,1012.2,1706.2,2454.2,523.0,2576.2,478.0,inf,inf,102.0,inf,2589.2,410.0,inf,231.0,196.2,611.0,1614.2,1173.2,661.0,1376.2,inf,inf,inf,inf,inf,946.2,inf,inf,inf,inf,177.2,1130.2,1810.2,inf,inf,inf,inf,inf,inf,1916.2,2060.2,1051.2,2839.2,270.0,824.2,inf,582.0,1421.2,2747.2,1926.2,inf,2292.2,2136.2,40.2,188.2,inf,190.60000000000002,2777.2,inf,3387.2,159.1,1372.2,504.0,629.0,inf,inf,inf,326.0,1448.2,1695.2,inf,675.2,1742.2,706.0,981.2,3092.2,2378.2,inf,inf,133.0,inf,2488.2,inf,327.0,inf,62.0,122.0,304.2,221.0,285.0,1917.2,418.0,2901.2,inf,2320.2,inf,2612.2,816.0,2753.2,178.2,291.0,2159.2,2931.2,inf,inf,inf,inf,inf,inf,2016.2,2507.2,2444.2,1046.2,inf,918.2,2233.2,451.0,544.7,2643.2,inf,inf,319.0,2403.2,2459.2,2729.2,723.0,3122.2,1154.2,1148.2,1540.2,2763.2,338.5,385.0,1596.2,inf,265.0,2728.2,2608.2,279.0,878.0,347.0,318.4,679.0,inf,inf,1216.2,1820.2,2847.2,517.0,586.4,225.0,987.0,inf,1771.2,inf,2616.2,326.09999999999997,inf,159.8,1682.2,2267.2,inf,inf,2198.2,292.2,524.0,1818.2,inf,1076.0,816.0
Bloomington(Indiana),inf,inf,inf,inf,inf,inf,inf,inf,inf,285.0,319.0,536.0,inf,inf,inf,179.0,inf,inf,inf,inf,inf,0.0,inf,inf,inf,inf,520.9,inf,633.0,inf,inf,inf,inf,inf,inf,798.0,inf,620.0,1373.0,inf,inf,inf,inf,inf,inf,950.0,inf,inf,725.0,inf,499.0,255.0,475.0,inf,inf,inf,412.0,inf,inf,inf,inf,inf,371.0,366.7,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1568.0,inf,inf,409.0,460.0,inf,619.0,1351.0,inf,315.0,inf,inf,inf,inf,inf,inf,668.0,969.7,119.0,inf,inf,inf,inf,533.0,191.0,inf,534.0,374.0,inf,inf,inf,inf,471.9,1396.0,560.7,inf,inf,845.0,inf,1228.0,inf,inf,inf,inf,inf,580.0,inf,inf,inf,inf,inf,282.0,inf,inf,1224.0,inf,inf,inf,inf,inf,437.0,368.9,745.0,inf,809.0,inf,inf,243.0,inf,inf,1273.0,inf,inf,513.9,inf,inf,inf,inf,674.0,449.0,inf,inf,inf,inf,831.0,1530.0,615.0,inf,94.0,1528.0,inf,inf,1542.0,274.0,696.0,1507.0,594.0,552.0,inf,inf,277.0,inf,1418.0,574.0,1490.0,93.0,inf,inf,inf,inf,1512.0,inf,917.0,inf,inf,inf,388.0,inf,inf,555.0,inf,611.9,182.0,542.0
Hamilton(New Jersey),inf,inf,283.0,inf,inf,605.0,inf,inf,69.3,inf,inf,inf,inf,202.3,inf,inf,inf,inf,630.3,2963.3,239.3,inf,0.0,902.3,inf,453.3,inf,942.3,774.3,inf,1126.3,1820.3,2568.3,596.3,2690.3,714.3,inf,inf,171.3,inf,2703.3,483.3,inf,467.3,310.3,684.3,1728.3,1287.3,894.3,1490.3,inf,inf,inf,inf,inf,1060.3,inf,inf,inf,inf,291.3,1244.3,1924.3,inf,inf,inf,inf,inf,inf,2030.3,2174.3,1165.3,2953.3,139.3,938.3,inf,655.3,1535.3,2861.3,2040.3,inf,2406.3,2250.3,233.3,302.3,inf,304.7,2891.3,inf,3501.3,273.2,1486.3,737.3,702.3,inf,inf,inf,90.0,1562.3,1809.3,inf,789.3,1856.3,939.3,1095.3,3206.3,2492.3,inf,inf,108.3,inf,2602.3,inf,560.3,inf,197.3,358.3,298.8,120.3,60.0,2031.3,651.3,3015.3,inf,2434.3,inf,2726.3,1049.3,2867.3,292.3,364.3,2273.3,3045.3,inf,inf,inf,inf,inf,inf,2130.3,2621.3,2558.3,1160.3,inf,1032.3,2347.3,524.3,658.8,2757.3,inf,inf,84.0,2517.3,2573.3,2843.3,956.3,3236.3,1268.3,1262.3,1654.3,2877.3,102.5,618.3,1710.3,inf,82.0,2842.3,2722.3,106.0,1111.3,583.3,136.7,915.3,inf,inf,1330.3,1934.3,2961.3,366.7,819.6999999999999,14.3,1220.3,inf,1885.3,inf,2730.3,138.4,inf,396.1,1796.3,2381.3,inf,inf,2312.3,261.3,760.3,1932.3,inf,1309.3,1049.3
Charlottesville(Virginia),inf,inf,inf,182.0,inf,663.0,499.0,inf,833.0,inf,inf,inf,inf,864.0,1399.0,inf,inf,1285.0,272.0,2097.0,788.2,inf,902.3,0.0,inf,998.0,inf,132.0,1329.2,inf,300.0,954.0,1702.0,1311.2,1824.0,1266.2,inf,inf,840.0,inf,1837.0,1198.2,inf,867.0,702.0,1399.2,862.0,385.0,1449.2,588.0,inf,inf,inf,inf,inf,386.0,inf,inf,inf,inf,627.0,570.0,1058.0,inf,inf,inf,inf,inf,inf,1164.0,1308.0,457.0,2087.0,911.0,112.0,inf,1370.2,669.0,1995.0,1174.0,inf,1540.0,1384.0,748.0,225.7,inf,194.0,2025.0,inf,2635.0,277.7,778.0,1292.2,1417.2,inf,inf,inf,989.0,696.0,943.0,inf,115.0,990.0,1494.2,241.0,2340.0,1626.0,inf,inf,893.0,inf,1736.0,inf,1038.0,inf,790.1,309.7,434.7,782.0,948.0,1165.0,648.0,2149.0,inf,1568.0,inf,1860.0,1604.2,2001.0,206.4,1079.2,1407.0,2179.0,inf,inf,inf,inf,inf,inf,1264.0,1755.0,1692.0,334.0,inf,358.0,1481.0,1239.2,285.0,1891.0,inf,inf,982.0,1651.0,1707.0,1977.0,1511.2,2370.0,594.0,451.0,946.0,2011.0,1001.5,692.0,844.0,inf,975.0,1976.0,1856.0,988.0,1404.0,639.0,1027.4,467.0,inf,inf,476.0,1068.0,2095.0,1257.4,1374.6,888.0,1252.0,inf,1019.0,inf,1864.0,1035.1,inf,257.0,930.0,1515.0,inf,inf,1446.0,471.2,510.0,1066.0,inf,1341.0,1604.2
Montpelier(Vermont),186.0,109.0,inf,inf,inf,inf,inf,370.0,inf,inf,inf,inf,371.7,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,inf,inf,inf,inf,435.0,inf,inf,inf,244.0,inf,inf,434.7,inf,inf,460.7,inf,486.0,269.0,inf,inf,720.0,inf,inf,inf,inf,inf,inf,inf,242.0,69.0,inf,inf,211.0,252.0,245.0,inf,inf,inf,inf,452.6,324.0,484.0,493.7,315.0,inf,inf,inf,inf,inf,inf,412.0,486.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,370.0,inf,inf,inf,inf,716.0,inf,325.0,373.5,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,195.0,inf,inf,inf,inf,277.0,inf,338.5,inf,inf,inf,inf,inf,inf,inf,inf,299.2,inf,325.0,inf,inf,inf,inf,476.0,inf,inf,193.0,495.7,64.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,405.0,inf,inf,inf,309.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,519.0,inf,inf,inf,inf,inf,inf,555.3,inf,inf,485.0,inf,inf,96.0,inf,inf,inf,258.8,inf,655.3,inf,359.9,inf,532.0,inf,489.0,408.5,inf,inf,inf,319.8,inf,inf,inf,inf,inf,inf,inf,inf
